"";"ID";"Species";"Tree.age";"DBH";"H.tree";"Hcr";"Dcr";"Vtot";"Vbark";"Origin";"Pst";"Pbark";"Pbr";"Pf";"Pabo";"Proot";"Ptot";"Location";"Country";"Latitude";"Longitude";"Altitude..m.s.l..";"Tree.number...ha";"Reference";"Notes";"Ecoregion";"ID_Plot"
"115";115;"Pinus sylvestris L.";62;24;NA;NA;NA;357;NA;"Natural";171;13;24,2;9,8;205;40;245;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"116";116;"Pinus sylvestris L.";62;26;NA;NA;NA;424;NA;"Natural";203;15;30,1;11,6;244,7;47;291,7;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"117";117;"Pinus sylvestris L.";62;28;NA;NA;NA;496;NA;"Natural";237;17;36,9;13,5;287,4;54;341,4;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"118";118;"Pinus sylvestris L.";62;30;NA;NA;NA;574;NA;"Natural";276;20;44,1;15,5;335,6;62;397,6;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"119";119;"Pinus sylvestris L.";62;32;NA;NA;NA;655;NA;"Natural";315;22;51,7;17,6;384,3;70;454,3;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"120";120;"Pinus sylvestris L.";62;34;NA;NA;NA;742;NA;"Natural";357;25;59,3;19,8;436,1;79;515,1;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"121";121;"Pinus sylvestris L.";62;36;NA;NA;NA;834;NA;"Natural";400;28;66,8;22,1;488,9;88;576,9;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"122";122;"Pinus sylvestris L.";62;38;NA;NA;NA;929;NA;"Natural";447;30;74,6;24,5;546,1;98;644,1;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"123";123;"Pinus sylvestris L.";62;40;NA;NA;NA;1033;NA;"Natural";498;33;82,3;27;607,3;108;715,3;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;1628;"Kazimirov et al., 1977";NA;80608;1246
"124";124;"Pinus sylvestris L.";65;4;NA;NA;NA;5;NA;"Natural";2,3;0,3;0,3;0,2;2,8;0,6;3,4;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"125";125;"Pinus sylvestris L.";65;6;NA;NA;NA;13;NA;"Natural";5,8;0,8;0,8;0,6;7,2;1,5;8,7;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"126";126;"Pinus sylvestris L.";65;8;NA;NA;NA;26;NA;"Natural";12,4;1,4;1,4;1;14,8;3;17,8;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"127";127;"Pinus sylvestris L.";65;10;NA;NA;NA;46;NA;"Natural";21,3;2,3;2,4;1,6;25,3;5,1;30,4;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"128";128;"Pinus sylvestris L.";65;12;NA;NA;NA;68;NA;"Natural";32,2;3,2;4;2,4;38,6;7,6;46,2;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"129";129;"Pinus sylvestris L.";65;14;NA;NA;NA;98;NA;"Natural";46,4;4,4;6,1;3,4;55,9;11;66,9;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"130";130;"Pinus sylvestris L.";65;16;NA;NA;NA;133;NA;"Natural";63,7;5,7;8,9;4,6;77,2;15;92,2;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"131";131;"Pinus sylvestris L.";65;18;NA;NA;NA;173;NA;"Natural";83,1;7,1;12,4;6;101,5;20;121,5;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"132";132;"Pinus sylvestris L.";65;20;NA;NA;NA;220;NA;"Natural";105,7;8,7;16,5;7,5;129,7;25;154,7;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"133";133;"Pinus sylvestris L.";65;22;NA;NA;NA;270;NA;"Natural";129;10;21,5;9,2;159,7;31;190,7;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"134";134;"Pinus sylvestris L.";65;24;NA;NA;NA;329;NA;"Natural";157;12;27,4;11,1;195,5;37;232,5;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"135";135;"Pinus sylvestris L.";65;26;NA;NA;NA;391;NA;"Natural";187;14;34,3;13,1;234,4;43;277,4;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"136";136;"Pinus sylvestris L.";65;28;NA;NA;NA;458;NA;"Natural";220;16;41,2;15,1;276,3;50;326,3;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"137";137;"Pinus sylvestris L.";65;30;NA;NA;NA;527;NA;"Natural";253;18;48,8;17,2;319;57;376;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"138";138;"Pinus sylvestris L.";65;32;NA;NA;NA;602;NA;"Natural";289;20;56,8;19,4;365,2;64;429,2;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2216;"Kazimirov et al., 1977";NA;80608;7756
"139";139;"Pinus sylvestris L.";66;4;NA;NA;NA;5;NA;"Natural";2,3;0,3;0,3;0,2;2,8;0,6;3,4;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"140";140;"Pinus sylvestris L.";66;6;NA;NA;NA;12;NA;"Natural";5,7;0,7;0,8;0,6;7,1;1,4;8,5;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"141";141;"Pinus sylvestris L.";66;8;NA;NA;NA;25;NA;"Natural";12,4;1,4;1,4;1;14,8;2,9;17,7;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"142";142;"Pinus sylvestris L.";66;10;NA;NA;NA;43;NA;"Natural";20,1;2,1;2,6;1,7;24,4;5;29,4;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"143";143;"Pinus sylvestris L.";66;12;NA;NA;NA;64;NA;"Natural";30;3;4,2;2,5;36,7;7,3;44;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"144";144;"Pinus sylvestris L.";66;14;NA;NA;NA;92;NA;"Natural";44,1;4,1;6,3;3,5;53,9;10;63,9;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"145";145;"Pinus sylvestris L.";66;16;NA;NA;NA;125;NA;"Natural";59,4;5,4;9,1;4,7;73,2;14;87,2;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"146";146;"Pinus sylvestris L.";66;18;NA;NA;NA;164;NA;"Natural";78,7;6,7;12,6;6,1;97,4;19;116,4;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"147";147;"Pinus sylvestris L.";66;20;NA;NA;NA;208;NA;"Natural";99,2;8,2;16,7;7,6;123,5;24;147,5;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"148";148;"Pinus sylvestris L.";66;22;NA;NA;NA;256;NA;"Natural";122,8;9,8;21,8;9,3;153,9;29;182,9;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"149";149;"Pinus sylvestris L.";66;24;NA;NA;NA;311;NA;"Natural";149;12;27,7;11,2;187,9;35;222,9;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"150";150;"Pinus sylvestris L.";66;26;NA;NA;NA;367;NA;"Natural";176;13;34,6;13,2;223,8;41;264,8;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"151";151;"Pinus sylvestris L.";66;28;NA;NA;NA;429;NA;"Natural";206;15;41,5;15,2;262,7;47;309,7;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"152";152;"Pinus sylvestris L.";66;30;NA;NA;NA;494;NA;"Natural";237;17;49,2;17,3;303,5;53;356,5;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"153";153;"Pinus sylvestris L.";66;32;NA;NA;NA;565;NA;"Natural";272;19;57,2;19,5;348,7;60;408,7;"Southern Karelia, Konchezero";"RUS";62,217;34,167;NA;2120;"Kazimirov et al., 1977";NA;80608;7757
"154";154;"Pinus sylvestris L.";20;0,5;NA;NA;NA;0,1;NA;"Natural";0,048;0,0029;0,026;0,018;0,092;0,03;0,122;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;24690;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"155";155;"Pinus sylvestris L.";20;1;NA;NA;NA;0,25;NA;"Natural";0,115;0,0072;0,063;0,051;0,229;0,08;0,309;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;24690;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"156";156;"Pinus sylvestris L.";20;2;NA;NA;NA;0,95;NA;"Natural";0,458;0,203;0,131;0,028;0,617;0,04;0,657;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;24690;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"157";157;"Pinus sylvestris L.";20;3;NA;NA;NA;2,15;NA;"Natural";0,731;0,355;0,329;0,13;1,19;0,19;1,38;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;24690;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"158";158;"Pinus sylvestris L.";20;4;NA;NA;NA;3,52;NA;"Natural";1,603;0,616;0,585;0,23;2,42;0,32;2,74;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;24690;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"159";159;"Pinus sylvestris L.";20;5;NA;NA;NA;5,52;NA;"Natural";3,369;0,999;0,856;0,445;4,67;1,35;6,02;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;24690;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"160";160;"Pinus sylvestris L.";20;6;NA;NA;NA;8,56;NA;"Natural";4,455;1,378;1,29;0,75;6,5;1,09;7,59;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;24690;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"161";161;"Pinus sylvestris L.";34;1;NA;NA;NA;0,25;NA;"Natural";0,125;3e-04;0,0033;0,016;0,144;0,05;0,194;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;16980;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"162";162;"Pinus sylvestris L.";34;2;NA;NA;NA;0,3;NA;"Natural";NA;0,28;0,2;0,059;0,734;0,19;0,924;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;16980;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"163";163;"Pinus sylvestris L.";34;4;NA;NA;NA;4;NA;"Natural";1,668;0,64;0,95;0,248;2,866;0,45;3,316;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;16980;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"164";164;"Pinus sylvestris L.";34;6;NA;NA;NA;10;NA;"Natural";4,176;0,71;2,22;0,641;7,037;1,53;8,567;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;16980;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"165";165;"Pinus sylvestris L.";34;8;NA;NA;NA;20;NA;"Natural";8,45;1,45;3,58;1,31;13,34;3,58;16,92;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;16980;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"166";166;"Pinus sylvestris L.";34;10;NA;NA;NA;37;NA;"Natural";15,45;2,18;7,8;2,32;25,57;5,93;31,5;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;16980;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"167";167;"Pinus sylvestris L.";34;12;NA;NA;NA;65;NA;"Natural";26,5;3,71;10,26;4,42;41,18;7,88;49,06;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;16980;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"168";168;"Pinus sylvestris L.";53;4;NA;NA;NA;4;NA;"Natural";2,03;0,61;0,05;0,069;2,15;0,015;2,165;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"169";169;"Pinus sylvestris L.";53;6;NA;NA;NA;10;NA;"Natural";4,07;0,86;0,554;0,16;4,78;1,39;6,17;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"170";170;"Pinus sylvestris L.";53;8;NA;NA;NA;22;NA;"Natural";11,16;1,38;1,91;0,35;13,42;2,43;15,85;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"171";171;"Pinus sylvestris L.";53;10;NA;NA;NA;39;NA;"Natural";19,79;2,01;3,22;0,86;23,87;5,01;28,88;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"172";172;"Pinus sylvestris L.";53;12;NA;NA;NA;63;NA;"Natural";31,96;3,18;5,07;1,38;38,41;6,97;45,38;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"173";173;"Pinus sylvestris L.";53;14;NA;NA;NA;63;NA;"Natural";46,6;5,09;7,44;2,29;56,33;9,15;65,48;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"174";174;"Pinus sylvestris L.";53;16;NA;NA;NA;131;NA;"Natural";66,08;6,74;9,97;3,35;79,4;13,5;92,9;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"175";175;"Pinus sylvestris L.";53;18;NA;NA;NA;178;NA;"Natural";92,07;8,58;11,65;4,53;108,3;14,81;123,11;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"176";176;"Pinus sylvestris L.";53;20;NA;NA;NA;225;NA;"Natural";114,2;12,56;13,58;5,83;133,6;18,5;152,1;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;4088;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"177";177;"Pinus sylvestris L.";105;8;NA;NA;NA;24;NA;"Natural";11,24;1,35;0,98;0,52;12,74;2,13;14,87;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"178";178;"Pinus sylvestris L.";105;12;NA;NA;NA;70;NA;"Natural";30,1;3,8;2,78;1,75;34,63;5,7;40,33;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"179";179;"Pinus sylvestris L.";105;16;NA;NA;NA;147;NA;"Natural";62,97;7,01;6,01;2,73;71,71;6,85;78,56;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"180";180;"Pinus sylvestris L.";105;20;NA;NA;NA;274;NA;"Natural";114,6;13,01;11,03;3,71;129,4;14,8;144,2;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"181";181;"Pinus sylvestris L.";105;24;NA;NA;NA;418;NA;"Natural";170;18,43;13,53;4,73;188,3;22,8;211,1;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"182";182;"Pinus sylvestris L.";105;28;NA;NA;NA;586;NA;"Natural";233,6;24,9;16,55;6,65;256,8;34,1;290,9;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"183";183;"Pinus sylvestris L.";105;32;NA;NA;NA;798;NA;"Natural";339;36,8;21,51;8,85;369,3;34,9;404,2;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"184";184;"Pinus sylvestris L.";105;36;NA;NA;NA;1080;NA;"Natural";429,2;44,6;24,98;11,58;465,7;49;514,7;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"185";185;"Pinus sylvestris L.";105;40;NA;NA;NA;1340;NA;"Natural";583,4;56,8;29,56;14,11;627,1;60,3;687,4;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;831;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"186";186;"Pinus sylvestris L.";150;16;NA;NA;NA;154;NA;"Natural";67,6;5,93;5,25;3,25;76,1;12,5;88,6;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;485;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"187";187;"Pinus sylvestris L.";150;20;NA;NA;NA;274;NA;"Natural";123,8;16,86;7,06;4,76;135,7;19,5;155,2;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;485;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"188";188;"Pinus sylvestris L.";150;24;NA;NA;NA;418;NA;"Natural";200,4;15,6;12,03;6,78;219,2;25,1;244,3;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;485;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"189";189;"Pinus sylvestris L.";150;28;NA;NA;NA;612;NA;"Natural";282,4;18;17,03;8,96;308,4;34,8;343,2;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;485;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"190";190;"Pinus sylvestris L.";150;32;NA;NA;NA;831;NA;"Natural";389,2;30,5;21,95;13,16;424,3;38,2;462,5;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;485;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"191";191;"Pinus sylvestris L.";150;36;NA;NA;NA;985;NA;"Natural";457,5;35,6;31,51;15,48;504,4;45,6;550;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;485;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"192";192;"Pinus sylvestris L.";150;40;NA;NA;NA;1260;NA;"Natural";564,1;44,1;40,26;19,6;624;52;676;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;485;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"193";193;"Pinus sylvestris L.";150;44;NA;NA;NA;1840;NA;"Natural";640,4;57,8;48,68;22,23;711,3;56,8;768,1;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;485;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"194";194;"Pinus sylvestris L.";204;16;NA;NA;NA;158;NA;"Natural";66,21;0,7;2,91;0,45;69,57;11,9;81,47;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"195";195;"Pinus sylvestris L.";204;20;NA;NA;NA;278;NA;"Natural";105,5;0,91;6,15;2,78;114,5;18,5;133;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"196";196;"Pinus sylvestris L.";204;24;NA;NA;NA;427;NA;"Natural";174,9;22,5;11,38;4,27;190,5;24,9;215,4;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"197";197;"Pinus sylvestris L.";204;28;NA;NA;NA;620;NA;"Natural";254,7;26,9;15,61;6,2;276,5;32;308,5;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"198";198;"Pinus sylvestris L.";204;32;NA;NA;NA;838;NA;"Natural";348;34,9;20,81;8,38;377,2;37,1;414,3;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"199";199;"Pinus sylvestris L.";204;36;NA;NA;NA;992;NA;"Natural";409,9;46,5;31,94;10,92;452,8;44;496,8;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"200";200;"Pinus sylvestris L.";204;40;NA;NA;NA;1310;NA;"Natural";536,9;58,1;43,4;14,1;594,4;56,5;650,9;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"201";201;"Pinus sylvestris L.";204;44;NA;NA;NA;1610;NA;"Natural";634,1;84,1;60,3;16,1;710,5;62,5;773;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"202";202;"Pinus sylvestris L.";204;48;NA;NA;NA;2000;NA;"Natural";820,6;98,5;65,6;20;906,2;72,5;978,7;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;348;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"203";203;"Pinus sylvestris L.";265;20;NA;NA;NA;282;NA;"Natural";125;13,5;5,57;2,2;132,8;11,4;144,2;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"204";204;"Pinus sylvestris L.";265;24;NA;NA;NA;436;NA;"Natural";228,8;18,9;89,23;4,49;322,5;17,5;340;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"205";205;"Pinus sylvestris L.";265;28;NA;NA;NA;628;NA;"Natural";250;26,8;17,37;7,24;274,6;25,9;300,5;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"206";206;"Pinus sylvestris L.";265;32;NA;NA;NA;845;NA;"Natural";339,6;34,9;26,66;9,92;376,2;34;410,2;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"207";207;"Pinus sylvestris L.";265;36;NA;NA;NA;1090;NA;"Natural";440,2;43,6;40,25;12,78;493,2;35,9;529,1;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"208";208;"Pinus sylvestris L.";265;40;NA;NA;NA;1370;NA;"Natural";547;52;48,56;14,02;609,6;44;653,6;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"209";209;"Pinus sylvestris L.";265;44;NA;NA;NA;1680;NA;"Natural";670,4;64,5;58,06;16,97;745,4;50,1;795,5;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"210";210;"Pinus sylvestris L.";265;48;NA;NA;NA;2520;NA;"Natural";775,6;78,9;68,72;28,38;872,7;64;936,7;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"211";211;"Pinus sylvestris L.";265;52;NA;NA;NA;2290;NA;"Natural";909;92,1;83,53;21,46;1014;70,9;1084,9;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"212";212;"Pinus sylvestris L.";265;56;NA;NA;NA;2630;NA;"Natural";1006;103,5;100,6;22,98;1129,6;77,9;1207,5;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;289;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
"213";213;"Pinus sylvestris L.";10;0,5;NA;NA;NA;NA;NA;"Natural";0,0015;8e-04;0,002;0,0045;0,01;5e-04;0,0105;"Arkhangelsk region, Obozerskaya";"RUS";64;39,5;NA;18000;"Molchanov, 1971, 1974<U+0430>; Molchanov, Polyakova, 1974";NA;80608;NA
