ID;Species;Tree age;DBH;H tree;Hcr;Dcr;Vtot;Vbark;Origin;Pst;Pbark;Pbr;Pf;Pabo;Proot;Ptot;Location;Country;Latitude;Longitude;Altitude (m.s.l.);Tree number / ha;Reference;Notes;Ecoregion;ID_Plot
3182;Picea abies (L.) Karst.;43;3;;;;2,2;;Natural;0,98;;0,26;0,23;1,47;0,45;1,92;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3183;Picea abies (L.) Karst.;43;4;;;;4,1;;Natural;1,82;;0,47;0,43;2,72;0,77;3,49;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3184;Picea abies (L.) Karst.;43;5;;;;7,2;;Natural;3,16;;0,8;0,74;4,7;1,21;5,91;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3185;Picea abies (L.) Karst.;43;6;;;;11,5;;Natural;4,98;;1,2;1,1;7,28;1,74;9,02;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3186;Picea abies (L.) Karst.;43;7;;;;17,2;;Natural;7,35;;1,72;1,59;10,7;2,37;13,07;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3187;Picea abies (L.) Karst.;43;8;;;;24,4;;Natural;10,5;;2,38;2,17;15,1;3,18;18,28;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3188;Picea abies (L.) Karst.;43;9;;;;33,8;;Natural;14,5;;3,13;2,8;20,4;4,12;24,52;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3189;Picea abies (L.) Karst.;43;10;;;;44,8;;Natural;19,1;;4,02;3,54;26,7;5,2;31,9;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3190;Picea abies (L.) Karst.;43;11;;;;58,2;;Natural;24,8;;5,05;4,43;34,3;6,51;40,81;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3191;Picea abies (L.) Karst.;43;12;;;;73,2;;Natural;30,9;;6,13;5,3;42,3;7,8;50,1;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3192;Picea abies (L.) Karst.;43;13;;;;82,4;;Natural;37,5;;7,33;6,32;51,1;9,1;60,2;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3193;Picea abies (L.) Karst.;43;14;;;;106,5;;Natural;44,5;;8,6;7,3;60,4;10,4;70,8;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3194;Picea abies (L.) Karst.;43;15;;;;124;;Natural;51,7;;10;8,4;70,1;11,7;81,8;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3195;Picea abies (L.) Karst.;43;16;;;;142;;Natural;59,3;;11,3;9,48;80,1;13;93,1;Southern Karelia;RUS;62,00;34,00;;6310;Kazimirov and Morozova, 1973;;80608;1254
3196;Picea abies (L.) Karst.;38;3;;;;2,2;;Natural;0,99;;0,25;0,21;1,45;0,46;1,91;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3197;Picea abies (L.) Karst.;38;4;;;;4,3;;Natural;1,89;;0,45;0,42;2,76;0,82;3,58;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3198;Picea abies (L.) Karst.;38;5;;;;7,6;;Natural;3,3;;0,77;0,71;4,78;1,3;6,08;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3199;Picea abies (L.) Karst.;38;6;;;;12,1;;Natural;5,22;;1,15;1,07;7,44;1,89;9,33;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3200;Picea abies (L.) Karst.;38;7;;;;17,9;;Natural;7,71;;1,7;1,55;11;2,59;13,59;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3201;Picea abies (L.) Karst.;38;8;;;;25,5;;Natural;10,9;;2,4;2,13;15,4;3,42;18,82;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3202;Picea abies (L.) Karst.;38;9;;;;35,2;;Natural;15,1;;3,21;2,74;21,1;4,43;25,53;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3203;Picea abies (L.) Karst.;38;10;;;;46,8;;Natural;20,2;;4,15;3,55;27,9;5,71;33,61;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3204;Picea abies (L.) Karst.;38;11;;;;61,1;;Natural;26;;5,18;4,43;35,6;7,05;42,65;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3205;Picea abies (L.) Karst.;38;12;;;;76;;Natural;32,2;;6,3;5,34;43,8;8,33;52,13;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3206;Picea abies (L.) Karst.;38;13;;;;93;;Natural;39;;7,5;6,34;52,8;9,65;62,45;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3207;Picea abies (L.) Karst.;38;14;;;;111;;Natural;46,2;;8,81;7,36;62,4;11,2;73,6;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3208;Picea abies (L.) Karst.;38;15;;;;129;;Natural;53,5;;10,2;8,46;72,2;12,4;84,6;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3209;Picea abies (L.) Karst.;38;16;;;;148;;Natural;61,6;;11,6;9,55;82,8;13,6;96,4;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3210;Picea abies (L.) Karst.;38;17;;;;167;;Natural;69,8;;13;10,6;93,4;15;108,4;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3211;Picea abies (L.) Karst.;38;18;;;;190;;Natural;78,2;;14,5;11,8;104,5;16,6;121,1;Southern Karelia;RUS;62,00;34,00;;4480;Kazimirov and Morozova, 1973;;80608;1255
3212;Picea abies (L.) Karst.;17;5,4;3;;;;;Planted;;;;2,7;7;1,7;8,7;St. Peterburg region, Siverskiy;RUS;59,42;30,00;;;Markova,Shestakova, 2001;;80608;
3213;Picea abies (L.) Karst.;17;5,5;3,7;;;;;Planted;;;;3,5;8,7;2,1;10,8;St. Peterburg region, Siverskiy;RUS;59,42;30,00;;;Markova,Shestakova, 2001;;80608;
3214;Picea abies (L.) Karst.;17;5,4;3,9;;;;;Planted;;;;3,8;9,3;2,6;11,9;St. Peterburg region, Siverskiy;RUS;59,42;30,00;;;Markova,Shestakova, 2001;;80608;
3215;Picea abies (L.) Karst.;17;7,3;4,9;;;;;Planted;;;;3,2;9,5;2,9;12,4;St. Peterburg region, Siverskiy;RUS;59,42;30,00;;;Markova,Shestakova, 2001;;80608;
3216;Picea abies (L.) Karst.;17;8;6,7;;;;;Planted;;;;3,7;14,7;4,8;19,5;St. Peterburg region, Siverskiy;RUS;59,42;30,00;;;Markova,Shestakova, 2001;;80608;
3217;Picea abies (L.) Karst.;17;8,9;6,5;;;;;Planted;;;;3,2;12,9;4,1;17;St. Peterburg region, Siverskiy;RUS;59,42;30,00;;;Markova,Shestakova, 2001;;80608;
3218;Picea abies (L.) Karst.;17;7,7;5,9;;;;;Planted;;;;4,5;13,3;4,4;17,7;St. Peterburg region, Siverskiy;RUS;59,42;30,00;;;Markova,Shestakova, 2001;;80608;
3219;Picea abies (L.) Karst.;22;1,1;1,7;0,8;1,24;;;Natural;0,215;;0,092;0,061;0,368;0,09;0,458;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3220;Picea abies (L.) Karst.;32;2,1;2,1;;1,13;;;Natural;0,451;;0,164;0,111;0,726;0,16;0,886;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3221;Picea abies (L.) Karst.;31;4;3,3;0,9;;;;Natural;1,43;;0,73;0,52;2,68;0,47;3,15;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3222;Picea abies (L.) Karst.;30;6;5,4;0,8;1,89;;;Natural;3,99;;1,2;0,83;6,02;0,735;6,755;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3223;Picea abies (L.) Karst.;32;6,2;8;2,6;2,2;;;Natural;6,48;;1,4;1,14;9,02;1,38;10,4;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3224;Picea abies (L.) Karst.;36;6,9;6;2,6;2,65;;;Natural;5,6;;2,31;1,74;9,65;1,78;11,43;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3225;Picea abies (L.) Karst.;33;7,8;8,2;3,8;2,31;;;Natural;4,52;;1,77;1,87;8,16;1,88;10,04;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3226;Picea abies (L.) Karst.;33;8;6,4;1,3;2,79;;;Natural;6,13;;3,19;1,72;11;2,08;13,08;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3227;Picea abies (L.) Karst.;37;9,1;8,4;3,9;3,09;;;Natural;9,77;;3,09;2,7;15,6;3,11;18,71;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3228;Picea abies (L.) Karst.;33;10,3;7,8;3,5;2,5;;;Natural;13,81;;3,42;3,27;20,5;4,18;24,68;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3229;Picea abies (L.) Karst.;36;10,3;8;2,2;3,05;;;Natural;14,52;;5,1;4,08;23,7;5,35;29,05;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3230;Picea abies (L.) Karst.;37;12;10,6;2,8;3,29;;;Natural;18,26;;4,67;5,5;28,4;7,01;35,41;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3231;Picea abies (L.) Karst.;35;15,8;11,3;3;4,4;;;Natural;33,83;;14,57;14,29;62,7;13,01;75,71;Novgorod region: Valdai;RUS;58,00;33,00;;13591;Smirnov, 1971;;80436;7422
3232;Picea abies (L.) Karst.;26;4,8;4,6;2;1,18;;;Natural;2,262;;0,328;0,245;2,84;0,585;3,425;Novgorod region: Valdai;RUS;58,00;33,00;;8358;Smirnov, 1971;;80436;7423
3233;Picea abies (L.) Karst.;26;6,9;8,4;2,2;2,94;;;Natural;8,45;;2,34;1,33;12,1;1,78;13,88;Novgorod region: Valdai;RUS;58,00;33,00;;8358;Smirnov, 1971;;80436;7423
3234;Picea abies (L.) Karst.;26;8,1;8;3,3;2,92;;;Natural;8,64;;3,54;3,22;15,4;1,72;17,12;Novgorod region: Valdai;RUS;58,00;33,00;;8358;Smirnov, 1971;;80436;7423
3235;Picea abies (L.) Karst.;26;8,8;9,3;3;2,83;;;Natural;11,59;;4,15;3,36;19,1;2,31;21,41;Novgorod region: Valdai;RUS;58,00;33,00;;8358;Smirnov, 1971;;80436;7423
3236;Picea abies (L.) Karst.;26;10,1;9,3;1,7;2,05;;;Natural;15,57;;5,4;3,73;24,7;6,82;31,52;Novgorod region: Valdai;RUS;58,00;33,00;;8358;Smirnov, 1971;;80436;7423
3237;Picea abies (L.) Karst.;26;10,7;10,3;3,3;;;;Natural;17,27;;6,98;3,97;28,2;6,09;34,29;Novgorod region: Valdai;RUS;58,00;33,00;;8358;Smirnov, 1971;;80436;7423
3238;Picea abies (L.) Karst.;26;11,9;10,9;1,5;3,15;;;Natural;19,06;;8,46;4,98;32,5;4,69;37,19;Novgorod region: Valdai;RUS;58,00;33,00;;8358;Smirnov, 1971;;80436;7423
3239;Picea abies (L.) Karst.;26;13,7;12,5;5,9;;;;Natural;29,85;;7,57;8,01;45,4;8,67;54,07;Novgorod region: Valdai;RUS;58,00;33,00;;8358;Smirnov, 1971;;80436;7423
3240;Picea abies (L.) Karst.;66;9,9;11,9;6,1;2,9;;;Natural;21,57;;2,66;1,18;25,4;4;29,4;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3241;Picea abies (L.) Karst.;60;14;20,7;17;1,63;;;Natural;67,71;;2,66;1,57;71,9;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3242;Picea abies (L.) Karst.;76;17,6;22,4;11,5;3,89;;;Natural;124,4;;11,52;7,39;143,3;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3243;Picea abies (L.) Karst.;72;21,4;25,4;17,4;4,08;;;Natural;192,9;;16,31;12,8;222;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3244;Picea abies (L.) Karst.;74;25,7;25,3;14,1;6,45;;;Natural;288,5;;38,57;19,67;346,7;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3245;Picea abies (L.) Karst.;79;27,5;29,8;20,4;;;;Natural;353,5;;26,4;16,09;396;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3246;Picea abies (L.) Karst.;75;29,5;29;18,5;4,02;;;Natural;413;;48,05;24,56;485,6;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3247;Picea abies (L.) Karst.;74;31,5;27,5;18,5;5,62;;;Natural;444,7;;56,35;27,53;528,6;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3248;Picea abies (L.) Karst.;74;32,9;29,4;16,4;5;;;Natural;574,1;;95,22;39,69;709;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3249;Picea abies (L.) Karst.;73;37,8;30,7;18,2;5,99;;;Natural;622;;104,8;43,46;770,3;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3250;Picea abies (L.) Karst.;75;41,2;31,7;14,7;7,59;;;Natural;775,9;;141,3;67,21;984,4;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3251;Picea abies (L.) Karst.;72;43,9;30,8;15,8;8,64;;;Natural;840,3;;170,1;57,19;1068;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3252;Picea abies (L.) Karst.;72;51,5;32,4;16,4;8;;;Natural;1038;;205,5;88,58;1332;;;Novgorod region: Valdai;RUS;58,00;33,00;;1130;Smirnov, 1971;;80436;7424
3253;Picea abies (L.) Karst.;40;6,2;5,9;1,3;2,57;9,9;;Natural;4,74;;2,13;2,17;9,04;;;Moscow region: Zvenigorod;RUS;55,67;36,67;;986;Smirnov, 1971;;80436;
3254;Picea abies (L.) Karst.;49;8;6,2;;3,5;18,4;;Natural;8,86;;6,58;3,96;19,4;;;Moscow region: Zvenigorod;RUS;55,67;36,67;;986;Smirnov, 1971;;80436;
3255;Picea abies (L.) Karst.;49;10,3;9,8;2,5;3,64;40,6;;Natural;16;;7,34;5,91;29,3;;;Moscow region: Zvenigorod;RUS;55,67;36,67;;986;Smirnov, 1971;;80436;
3256;Picea abies (L.) Karst.;60;12;12,8;2,8;4,5;88,6;;Natural;43,3;;12,09;10,43;65,8;;;Moscow region: Zvenigorod;RUS;55,67;36,67;;986;Smirnov, 1971;;80436;
3257;Picea abies (L.) Karst.;60;16;12,4;3,9;4,54;123,7;;Natural;53,1;;18,77;13,04;84,9;;;Moscow region: Zvenigorod;RUS;55,67;36,67;;986;Smirnov, 1971;;80436;
3258;Picea abies (L.) Karst.;61;19,8;14,6;5,1;5,24;235,7;;Natural;96,4;;22,6;14,36;133,4;;;Moscow region: Zvenigorod;RUS;55,67;36,67;;986;Smirnov, 1971;;80436;
3259;Picea abies (L.) Karst.;61;22,2;22;9,2;4,51;425,9;;Natural;146,1;;25,9;20,28;192,3;;;Moscow region: Zvenigorod;RUS;55,67;36,67;;986;Smirnov, 1971;;80436;
3260;Picea abies (L.) Karst.;61;26,6;23,5;9;5,07;662,7;;Natural;316,7;;66,2;39,18;422,1;;;Moscow region: Zvenigorod;RUS;55,67;36,67;;986;Smirnov, 1971;;80436;
3261;Picea abies (L.) Karst.;27;13,9;15,3;;;;;Natural;37;3;10;13;60;;;Moscow region: Dmitrov;RUS;56,50;37,50;;1720;Merzlenko, 1986;;80436;
3262;Picea abies (L.) Karst.;27;10,5;12,4;;;;;Natural;22;2;3;5;30;;;Moscow region: Dmitrov;RUS;56,50;37,50;;3260;Merzlenko, 1986;;80436;
3263;Picea abies (L.) Karst.;27;7,8;10,6;;;;;Natural;13;1;2;4;19;;;Moscow region: Dmitrov;RUS;56,50;37,50;;4680;Merzlenko, 1986;;80436;
3264;Picea abies (L.) Karst.;85;24;24,2;6;;557;;Natural;268,3;22,34;45,5;44,9;358,7;;;Moscow region: Krasnaya Pakhra;RUS;55,33;37,17;;796;"Utkin and Dylis, 1966; Dylis and Nosova, 1977";;80436;
3265;Picea abies (L.) Karst.;85;22,2;23,5;6,5;;495;;Natural;179,2;17,4;30,5;19,8;229,5;;;Moscow region: Krasnaya Pakhra;RUS;55,33;37,17;;796;"Utkin and Dylis, 1966; Dylis and Nosova, 1977";;80436;
3266;Picea abies (L.) Karst.;89;22,5;26,5;12;;;;Natural;259,5;20,5;23,8;27,1;310,4;;;Moscow region: Krasnaya Pakhra;RUS;55,33;37,17;;717;"Utkin and Dylis, 1966; Dylis and Nosova, 1977";;80436;
3267;Picea abies (L.) Karst.;93;24,9;27;13;;;;Natural;282,9;27,4;29,8;24,3;337;;;Moscow region: Krasnaya Pakhra;RUS;55,33;37,17;;490;"Utkin and Dylis, 1966; Dylis and Nosova, 1977";;80436;
3268;Picea abies (L.) Karst.;98;16,8;19,5;9,9;;;;Natural;81,6;5,6;9,2;6,2;97;;;Tver' region: Nelidovo;RUS;56,50;33,00;;678;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;7404
3269;Picea abies (L.) Karst.;90;19,7;26,7;12,2;;;;Natural;155,2;11,2;14,8;10,1;180,1;;;Tver' region: Nelidovo;RUS;56,50;33,00;;678;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;7404
3270;Picea abies (L.) Karst.;78;23,5;24,8;15,5;;;;Natural;189;14;18,3;12,1;219,4;;;Tver' region: Nelidovo;RUS;56,50;33,00;;678;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;7404
3271;Picea abies (L.) Karst.;96;24,2;26,7;11,4;;;;Natural;216,8;16,8;34,6;28,8;280,2;;;Tver' region: Nelidovo;RUS;56,50;33,00;;678;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;7404
3272;Picea abies (L.) Karst.;105;26,5;26,6;12,6;;;;Natural;269,6;19,6;36;26,2;331,8;100;431,8;Tver' region: Nelidovo;RUS;56,50;33,00;;678;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;7404
3273;Picea abies (L.) Karst.;121;28;27,8;12,9;;;;Natural;311,8;19,8;43,7;31,5;387;;;Tver' region: Nelidovo;RUS;56,50;33,00;;678;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;7404
3274;Picea abies (L.) Karst.;121;34;29,3;15,2;;;;Natural;481;31;60;22,4;563,4;;;Tver' region: Nelidovo;RUS;56,50;33,00;;678;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;7404
3275;Picea abies (L.) Karst.;170;41,2;29,8;14,3;;;;Natural;659;44;90;47,5;796,5;;;Tver' region: Nelidovo;RUS;56,50;33,00;;678;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;7404
3276;Picea abies (L.) Karst.;105;10,5;14,8;9,3;;;;Natural;28,1;2,1;2,7;1,9;32,7;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1235;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1149
3277;Picea abies (L.) Karst.;98;12,9;17,2;12,1;;;;Natural;44,1;3,1;3,7;3,3;51,1;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1235;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1149
3278;Picea abies (L.) Karst.;98;16,3;18,8;12,6;;;;Natural;82,4;5,4;5,4;4,1;91,9;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1235;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1149
3279;Picea abies (L.) Karst.;115;16,5;19,6;10,5;;;;Natural;84,9;5,9;12;6,3;103,2;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1235;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1149
3280;Picea abies (L.) Karst.;130;17,1;18,6;10,3;;;;Natural;86,1;6,1;13,8;8,7;108,6;49,4;158;Tver' region: Nelidovo;RUS;56,50;33,00;;1235;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1149
3281;Picea abies (L.) Karst.;125;20;18,6;10,1;;;;Natural;127,4;8,4;25,8;16,3;169,5;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1235;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1149
3282;Picea abies (L.) Karst.;127;22,4;21,6;12,3;;;;Natural;176,7;11,7;29,2;18,6;224,5;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1235;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1149
3283;Picea abies (L.) Karst.;130;25;21,9;11,4;;;;Natural;208;14;41,5;29,1;278,6;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1235;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1149
3284;Picea abies (L.) Karst.;100;8,9;8,9;3,7;;;;Natural;12,4;1,4;3,6;1,8;17,8;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1237;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1150
3285;Picea abies (L.) Karst.;105;9,6;10,6;7,3;;;;Natural;18,1;1,8;1,6;1,2;20,9;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1237;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1150
3286;Picea abies (L.) Karst.;110;11,6;9,8;5,5;;;;Natural;20,6;2,1;5,4;3,1;29,1;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1237;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1150
3287;Picea abies (L.) Karst.;105;13,4;14,2;8,8;;;;Natural;49,4;4,4;5,6;4;59;23,1;82,1;Tver' region: Nelidovo;RUS;56,50;33,00;;1237;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1150
3288;Picea abies (L.) Karst.;106;15;13;6,4;;;;Natural;54,8;4,8;13,4;5,6;73,8;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1237;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1150
3289;Picea abies (L.) Karst.;119;17;13,6;8,4;;;;Natural;79,8;6,8;13,4;6;99,2;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1237;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1150
3290;Picea abies (L.) Karst.;168;21,8;17,3;8,6;;;;Natural;155,6;13,6;20,8;10,8;187,2;;;Tver' region: Nelidovo;RUS;56,50;33,00;;1237;"Alekseyev and Rakhmanov, 1973; Alekseyev et al., 1973";;80436;1150
3291;Picea abies (L.) Karst.;16;;0,8;;;;;Natural;0,031;;0,024;0,02;0,075;;;St.-Peterburg region;RUS;59,75;30,50;;;Chmyr, Yarmishko, 1972;;80436;
3292;Picea abies (L.) Karst.;16;;0,8;;;;;Natural;0,091;;0,076;0,065;0,232;;;St.-Peterburg region;RUS;59,75;30,50;;;Chmyr, Yarmishko, 1972;;80436;
3293;Picea abies (L.) Karst.;16;;0,82;;;;;Natural;0,543;;0,362;0,557;1,462;;;St.-Peterburg region;RUS;59,75;30,50;;;Chmyr, Yarmishko, 1972;;80436;
3294;Picea abies (L.) Karst.;16;;0,82;;;;;Natural;0,677;;0,487;0,604;1,768;;;St.-Peterburg region;RUS;59,75;30,50;;;Chmyr, Yarmishko, 1972;;80436;
3295;Picea abies (L.) Karst.;24;2,8;3,4;;;;;Natural;0,81;;0,21;0,2;1,22;0,53;1,75;Tver' region: Nelidovo;RUS;56,50;33,00;;499;Remezov et al., 1959;;80436;
3296;Picea abies (L.) Karst.;38;9;12,5;;;;;Natural;18,2;;1,6;1,8;21,6;7,3;28,9;Tver' region: Nelidovo;RUS;56,50;33,00;;354;Remezov et al., 1959;;80436;
3297;Picea abies (L.) Karst.;60;14,2;20,3;;;;;Natural;87,9;;5,3;5,6;98,8;32,7;131,5;Tver' region: Nelidovo;RUS;56,50;33,00;;247;Remezov et al., 1959;;80436;
3298;Picea abies (L.) Karst.;72;17,9;22;;;;;Natural;142,1;;8,7;7,3;158,1;45,5;203,6;Tver' region: Nelidovo;RUS;56,50;33,00;;285;Remezov et al., 1959;;80436;
3299;Picea abies (L.) Karst.;93;22,5;26,8;;;;;Natural;234,8;;13,3;10,3;258,4;67,7;326,1;Tver' region: Nelidovo;RUS;56,50;33,00;;247;Remezov et al., 1959;;80436;
3300;Picea abies (L.) Karst.;51;17;20,6;;;;;Natural;95,9;;12,6;9,6;118,1;37,7;155,8;Tver' region: Nelidovo;RUS;56,50;33,00;;1615;Remezov et al., 1959;;80436;
3301;Picea abies (L.) Karst.;83;25,9;26,9;;;;;Natural;251;;37,2;20,7;308,9;84,9;393,8;Tver' region: Nelidovo;RUS;56,50;33,00;;725;Remezov et al., 1959;;80436;
3302;Picea abies (L.) Karst.;115;32;29,6;;;;;Natural;421,2;;45,7;25,2;492,1;125,8;617,9;Tver' region: Nelidovo;RUS;56,50;33,00;;424;Remezov et al., 1959;;80436;
3303;Picea abies (L.) Karst.;45;7,3;6,6;;;;;Natural;5,8;;2,3;1,8;9,9;3,4;13,3;Tver' region: Nelidovo;RUS;56,50;33,00;;1356;Remezov et al., 1959;;80436;
3304;Picea abies (L.) Karst.;45;14,5;17;;;;;Natural;54,7;;6,91;4,34;65,95;28,33;94,28;Mordovia, Mordovia's reserve;RUS;54,50;44,00;;1573;Remezov et al., 1959;;80419;
3305;Picea abies (L.) Karst.;18;0,6;1,5;0,1;;;;Natural;0,178;;0,107;0,208;0,49;;;Vologda region, Kharovsk;RUS;60,00;40,00;;22375;Smirnov, 1971;;80608;
3306;Picea abies (L.) Karst.;18;0,9;1,7;0,5;1,75;;;Natural;0,214;;0,214;0,292;0,72;;;Vologda region, Kharovsk;RUS;60,00;40,00;;22375;Smirnov, 1971;;80608;
3307;Picea abies (L.) Karst.;18;1;1,7;;;;;Natural;0,179;;0,107;0,125;0,41;;;Vologda region, Kharovsk;RUS;60,00;40,00;;22375;Smirnov, 1971;;80608;
3308;Picea abies (L.) Karst.;38;2,1;2,4;0,4;1,33;;;Natural;0,357;;0,178;0,25;0,78;0,2;0,98;Vologda region, Kharovsk;RUS;60,00;40,00;;22375;Smirnov, 1971;;80608;
