"";"ID";"Tree.species";"Tree.species.code";"Tree.composition";"Structure.of.age";"Origin";"Site.index";"Stand.age";"Height";"DBH";"Tree.number";"Relative.stocking";"Basal.area";"Growing.sto.U.0441.k";"Stem...bark";"Bark";"Wood...bark.of.crown";"Leaves...needles";"Stump...Roots";"Roots.1.mm";"Roots.2.mm";"Roots.5.mm";"Roots.7.mm";"Undergrowth";"Bushes";"Undergrowth...Bushes";"Und...Bushes.with.roots";"Green.forest.floor";"GFF.with.roots";"Snags";"Logs";"Snags...logs";"Dead.branches";"Dead.roots";"Litter";"Country";"Latitude";"Longitude";"ALT_m";"Year";"Number.of.sampled.trees";"LAI..tree.";"Ecoregion";"Reference"
"4644";6202;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"50";NA;NA;1072;NA;NA;75,4;35,19;NA;7,21;5,34;"12.94";NA;NA;NA;NA;NA;0,91;NA;NA;0,53;NA;NA;NA;NA;NA;NA;NA;"CHN";36,53;112,3;"1260";1994;NA;6,38;80411;"Luo, 1996; Ni et al., 2001"
"4645";6203;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"36";NA;NA;321;NA;NA;48,2;22,51;NA;4,86;3,13;"7.16";NA;NA;NA;NA;NA;0,56;NA;NA;0,33;NA;NA;NA;NA;NA;NA;NA;"CHN";36,53;112,43;"1345";1994;NA;3,74;80411;"Luo, 1996; Ni et al., 2001"
"4646";6204;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"46";NA;NA;877;NA;NA;40;18,68;NA;3,71;2,98;"7.46";NA;NA;NA;NA;NA;0,49;NA;NA;0,29;NA;NA;NA;NA;NA;NA;NA;"CHN";36,55;112,42;"1290";1994;NA;3,56;80411;"Luo, 1996; Ni et al., 2001"
"4647";6205;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"37";NA;NA;1546;NA;NA;110,2;51,42;NA;10,54;7,8;"18.87";NA;NA;NA;NA;NA;1,33;NA;NA;0,77;NA;NA;NA;NA;NA;NA;NA;"CHN";36,58;111,2;"1650";1994;NA;9,32;80411;"Luo, 1996; Ni et al., 2001"
"4648";6206;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"50";NA;NA;412;NA;NA;45,2;21,09;NA;4,45;3,04;"7.12";NA;NA;NA;NA;NA;0,54;NA;NA;0,31;NA;NA;NA;NA;NA;NA;NA;"CHN";36,58;112,1;"1450";1994;NA;3,63;80411;"Luo, 1996; Ni et al., 2001"
"4649";6207;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"59";NA;NA;367;NA;NA;64,7;30,21;NA;6,6;4,13;"9.32";NA;NA;NA;NA;NA;0,75;NA;NA;0,44;NA;NA;NA;NA;NA;NA;NA;"CHN";36,6;112,07;"1550";1994;NA;4,94;80411;"Luo, 1996; Ni et al., 2001"
"4650";6208;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"29";NA;NA;1358;NA;NA;50,9;23,27;NA;4,56;3,81;"9.7";NA;NA;NA;NA;NA;0,62;NA;NA;0,36;NA;NA;NA;NA;NA;NA;NA;"CHN";36,6;112,33;"1207";1994;NA;4,55;80411;"Luo, 1996; Ni et al., 2001"
"4651";6209;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"38";NA;NA;1634;NA;NA;74;34,52;NA;6,86;5,51;"13.81";NA;NA;NA;NA;NA;0,91;NA;NA;0,53;NA;NA;NA;NA;NA;NA;NA;"CHN";36,63;111,22;"1580";1994;NA;6,59;80411;"Luo, 1996; Ni et al., 2001"
"4652";6210;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;514;NA;NA;100,6;46,96;NA;10,33;6,34;"14.19";NA;NA;NA;NA;NA;1,17;NA;NA;0,68;NA;NA;NA;NA;NA;NA;NA;"CHN";36,63;112,07;"1680";1994;NA;7,58;80411;"Luo, 1996; Ni et al., 2001"
"4653";6211;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"41";NA;NA;910;NA;NA;32,4;15,13;NA;2,96;2,48;"6.34";NA;NA;NA;NA;NA;0,4;NA;NA;0,23;NA;NA;NA;NA;NA;NA;NA;"CHN";36,63;112,33;"1251";1994;NA;2,96;80411;"Luo, 1996; Ni et al., 2001"
"4654";6212;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;938;NA;NA;108,6;50,66;NA;10,74;7,27;"16.94";NA;NA;NA;NA;NA;1,28;NA;NA;0,74;NA;NA;NA;NA;NA;NA;NA;"CHN";36,65;112,1;"1800";1994;NA;8,69;80411;"Luo, 1996; Ni et al., 2001"
"4655";6213;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"45";NA;NA;1107;NA;NA;79,8;37,24;NA;7,64;5,64;"13.63";NA;NA;NA;NA;NA;0,96;NA;NA;0,56;NA;NA;NA;NA;NA;NA;NA;"CHN";36,65;112,27;"1210";1994;NA;6,74;80411;"Luo, 1996; Ni et al., 2001"
"4656";6214;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;811;NA;NA;121,8;56,74;NA;12,25;7,9;"18.05";NA;NA;NA;NA;NA;1,42;NA;NA;0,83;NA;NA;NA;NA;NA;NA;NA;"CHN";36,7;112,07;"1790";1994;NA;9,44;80411;"Luo, 1996; Ni et al., 2001"
"4657";6215;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"50";NA;NA;397;NA;NA;106,7;49,75;NA;11,18;6,48;"14.15";NA;NA;NA;NA;NA;1,22;NA;NA;0,71;NA;NA;NA;NA;NA;NA;NA;"CHN";36,7;112,12;"1804";1994;NA;7,75;80411;"Luo, 1996; Ni et al., 2001"
"4658";6216;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"25";NA;NA;8506;NA;NA;106;48,74;NA;9,13;8,66;"23.47";NA;NA;NA;NA;NA;1,35;NA;NA;0,78;NA;NA;NA;NA;NA;NA;NA;"CHN";36,7;112;"1445";1994;NA;10,36;80411;"Luo, 1996; Ni et al., 2001"
"4659";6217;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"43";NA;NA;703;NA;NA;55,6;25,94;NA;5,36;3,89;"9.33";NA;NA;NA;NA;NA;0,67;NA;NA;0,39;NA;NA;NA;NA;NA;NA;NA;"CHN";36,73;112,23;"1352";1994;NA;4,65;80411;"Luo, 1996; Ni et al., 2001"
"4660";6218;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"71";NA;NA;979;NA;NA;116,6;54,3;NA;11,54;7,76;"18.06";NA;NA;NA;NA;NA;1,37;NA;NA;0,8;NA;NA;NA;NA;NA;NA;NA;"CHN";36,77;112,33;"1352";1994;NA;9,28;80411;"Luo, 1996; Ni et al., 2001"
"4661";6219;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"36";NA;NA;1601;NA;NA;56,1;26,16;NA;5,11;4,3;"11";NA;NA;NA;NA;NA;0,7;NA;NA;0,41;NA;NA;NA;NA;NA;NA;NA;"CHN";36,77;112,37;"1322";1994;NA;5,14;80411;"Luo, 1996; Ni et al., 2001"
"4662";6220;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"45";NA;NA;1042;NA;NA;116,7;54,45;NA;11,52;7,84;"18.32";NA;NA;NA;NA;NA;1,38;NA;NA;0,8;NA;NA;NA;NA;NA;NA;NA;"CHN";36,78;112,12;"1810";1994;NA;9,37;80411;"Luo, 1996; Ni et al., 2001"
"4663";6221;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"43";NA;NA;854;NA;NA;112,5;52,46;NA;11,22;7,41;"17.11";NA;NA;NA;NA;NA;1,32;NA;NA;0,77;NA;NA;NA;NA;NA;NA;NA;"CHN";36,82;112,17;"1600";1994;NA;8,86;80411;"Luo, 1996; Ni et al., 2001"
"4664";6222;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"44";NA;NA;943;NA;NA;82,2;38,35;NA;7,97;5,68;"13.54";NA;NA;NA;NA;NA;0,98;NA;NA;0,57;NA;NA;NA;NA;NA;NA;NA;"CHN";36,82;112,33;"1527";1994;NA;6,79;80411;"Luo, 1996; Ni et al., 2001"
"4665";6223;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"68";NA;NA;541;NA;NA;81,6;38,08;NA;8,23;5,3;"12.1";NA;NA;NA;NA;NA;0,96;NA;NA;0,55;NA;NA;NA;NA;NA;NA;NA;"CHN";36,83;112,42;"1421";1994;NA;6,34;80411;"Luo, 1996; Ni et al., 2001"
"4666";6224;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"62";NA;NA;874;NA;NA;131,3;61,21;NA;13,22;8,52;"19.47";NA;NA;NA;NA;NA;1,54;NA;NA;0,89;NA;NA;NA;NA;NA;NA;NA;"CHN";36,85;113,03;"1610";1994;NA;10,18;80411;"Luo, 1996; Ni et al., 2001"
"4667";6225;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"39";NA;NA;1406;NA;NA;72,3;33,73;NA;6,76;5,31;"13.17";NA;NA;NA;NA;NA;0,88;NA;NA;0,51;NA;NA;NA;NA;NA;NA;NA;"CHN";36,9;112,37;"1583";1994;NA;6,35;80411;"Luo, 1996; Ni et al., 2001"
"4668";6226;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;1517;NA;NA;74,5;34,75;NA;6,94;5,5;"13.69";NA;NA;NA;NA;NA;0,91;NA;NA;0,53;NA;NA;NA;NA;NA;NA;NA;"CHN";36,9;112,42;"1470";1994;NA;6,57;80411;"Luo, 1996; Ni et al., 2001"
"4669";6227;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"38";NA;NA;1698;NA;NA;85,9;40,05;NA;8,02;6,32;"15.69";NA;NA;NA;NA;NA;1,05;NA;NA;0,61;NA;NA;NA;NA;NA;NA;NA;"CHN";36,92;112,03;"1820";1994;NA;7,56;80411;"Luo, 1996; Ni et al., 2001"
"4670";6228;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"57";NA;NA;1316;NA;NA;38,4;17,91;NA;3,45;3,01;"7.8";NA;NA;NA;NA;NA;0,48;NA;NA;0,28;NA;NA;NA;NA;NA;NA;NA;"CHN";36,92;112,3;"1600";1994;NA;3,6;80411;"Luo, 1996; Ni et al., 2001"
"4671";6229;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"66";NA;NA;781;NA;NA;98,8;46,06;NA;9,83;6,54;"15.14";NA;NA;NA;NA;NA;1,16;NA;NA;0,67;NA;NA;NA;NA;NA;NA;NA;"CHN";36,92;112,38;"1680";1994;NA;7,82;80411;"Luo, 1996; Ni et al., 2001"
"4672";6230;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"36";NA;NA;2032;NA;NA;104,3;48,65;NA;9,75;7,66;"19.01";NA;NA;NA;NA;NA;1,28;NA;NA;0,74;NA;NA;NA;NA;NA;NA;NA;"CHN";36,93;112,35;"1720";1994;NA;9,16;80411;"Luo, 1996; Ni et al., 2001"
"4673";6231;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"52";NA;NA;1362;NA;NA;81,1;37,79;NA;7,65;5,85;"14.35";NA;NA;NA;NA;NA;0,98;NA;NA;0,57;NA;NA;NA;NA;NA;NA;NA;"CHN";36,97;112,3;"1819";1994;NA;6,99;80411;"Luo, 1996; Ni et al., 2001"
"4674";6232;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"61";NA;NA;418;NA;NA;78,5;36,59;NA;8,02;4,96;"11.15";NA;NA;NA;NA;NA;0,91;NA;NA;0,53;NA;NA;NA;NA;NA;NA;NA;"CHN";36,97;112,35;"1781";1994;NA;5,93;80411;"Luo, 1996; Ni et al., 2001"
"4675";6233;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"46";NA;NA;851;NA;NA;69,5;31,51;NA;6,51;4,72;"11.32";NA;NA;NA;NA;NA;0,81;NA;NA;0,47;NA;NA;NA;NA;NA;NA;NA;"CHN";36,98;112,28;"1850";1994;NA;5,64;80411;"Luo, 1996; Ni et al., 2001"
"4676";6234;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"36";NA;NA;892;NA;NA;53;24,69;NA;5;3,82;"9.38";NA;NA;NA;NA;NA;0,64;NA;NA;0,37;NA;NA;NA;NA;NA;NA;NA;"CHN";36,98;112,37;"1813";1994;NA;4,57;80411;"Luo, 1996; Ni et al., 2001"
"4677";6235;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"41";NA;NA;1261;NA;NA;95,9;44,67;NA;9,2;6,72;"16.19";NA;NA;NA;NA;NA;1,15;NA;NA;0,67;NA;NA;NA;NA;NA;NA;NA;"CHN";37;112,3;"1820";1994;NA;8,03;80411;"Luo, 1996; Ni et al., 2001"
"4678";6236;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"51";NA;NA;782;NA;NA;77,1;36;NA;7,55;5,26;"12.41";NA;NA;NA;NA;NA;0,92;NA;NA;0,53;NA;NA;NA;NA;NA;NA;NA;"CHN";37;112,35;"1670";1994;NA;6,29;80411;"Luo, 1996; Ni et al., 2001"
"4679";6237;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"46";NA;NA;871;NA;NA;43,5;20,27;NA;4,05;3,2;"7.96";NA;NA;NA;NA;NA;0,53;NA;NA;0,31;NA;NA;NA;NA;NA;NA;NA;"CHN";37,02;112,33;"1690";1994;NA;3,83;80411;"Luo, 1996; Ni et al., 2001"
"4680";6238;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"41";NA;NA;742;NA;NA;52,3;24,41;NA;5;3,71;"8.97";NA;NA;NA;NA;NA;0,63;NA;NA;0,37;NA;NA;NA;NA;NA;NA;NA;"CHN";37,02;112,37;"1865";1994;NA;4,43;80411;"Luo, 1996; Ni et al., 2001"
"4681";6239;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"46";NA;NA;716;NA;NA;67,4;31,44;NA;6,57;4,62;"10.94";NA;NA;NA;NA;NA;0,8;NA;NA;0,47;NA;NA;NA;NA;NA;NA;NA;"CHN";37,02;112,42;"1630";1994;NA;5,52;80411;"Luo, 1996; Ni et al., 2001"
"4682";6240;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"62";NA;NA;631;NA;NA;71,4;33,36;NA;7,06;4,8;"11.2";NA;NA;NA;NA;NA;0,85;NA;NA;0,49;NA;NA;NA;NA;NA;NA;NA;"CHN";37,12;113,45;"1600";1994;NA;5,74;80411;"Luo, 1996; Ni et al., 2001"
"4683";6241;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"51";NA;NA;767;NA;NA;79,9;37,35;NA;7,86;5,42;"12.74";NA;NA;NA;NA;NA;0,95;NA;NA;0,55;NA;NA;NA;NA;NA;NA;NA;"CHN";37,18;113,52;"1856";1994;NA;6,48;80411;"Luo, 1996; Ni et al., 2001"
"4684";6242;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"40";NA;NA;1960;NA;NA;81,4;37,97;NA;7,5;6,13;"15.45";NA;NA;NA;NA;NA;1,01;NA;NA;0,58;NA;NA;NA;NA;NA;NA;NA;"CHN";37,23;112,52;"1320";1994;NA;7,33;80411;"Luo, 1996; Ni et al., 2001"
"4685";6243;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"43";NA;NA;1479;NA;NA;36;17,04;NA;9,38;8,21;"8.26";NA;NA;NA;NA;NA;0,64;NA;NA;0,37;NA;NA;NA;NA;NA;NA;NA;"CHN";37,25;111,23;"1500";1994;NA;8,84;80411;"Luo, 1996; Ni et al., 2001"
"4686";6244;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"41";NA;NA;837;NA;NA;67,6;31,57;NA;6,53;4,72;"11.31";NA;NA;NA;NA;NA;0,81;NA;NA;0,47;NA;NA;NA;NA;NA;NA;NA;"CHN";37,27;113,58;"1700";1994;NA;5,64;80411;"Luo, 1996; Ni et al., 2001"
"4687";6245;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"37";NA;NA;2409;NA;NA;44,3;22,17;NA;11,32;9,41;"8.79";NA;NA;NA;NA;NA;0,78;NA;NA;0,45;NA;NA;NA;NA;NA;NA;NA;"CHN";37,28;111,18;"1530";1994;NA;10,13;80411;"Luo, 1996; Ni et al., 2001"
"4688";6246;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"49";NA;NA;2161;NA;NA;36,1;18,39;NA;9,2;7,54;"7.03";NA;NA;NA;NA;NA;0,63;NA;NA;0,37;NA;NA;NA;NA;NA;NA;NA;"CHN";37,3;111,23;"1395";1994;NA;8,12;80411;"Luo, 1996; Ni et al., 2001"
"4689";6247;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"53";NA;NA;535;NA;NA;65,9;30,81;NA;6,56;4,39;"10.18";NA;NA;NA;NA;NA;0,78;NA;NA;0,45;NA;NA;NA;NA;NA;NA;NA;"CHN";37,32;113,48;"1551";1994;NA;5,25;80411;"Luo, 1996; Ni et al., 2001"
"4690";6248;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"35";NA;NA;984;NA;NA;57,1;26,65;NA;5,39;4,14;"10.17";NA;NA;NA;NA;NA;0,7;NA;NA;0,4;NA;NA;NA;NA;NA;NA;NA;"CHN";37,33;113,37;"1520";1994;NA;4,95;80411;"Luo, 1996; Ni et al., 2001"
"4691";6249;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"33";NA;NA;2061;NA;NA;69;32,15;NA;6,25;5,32;"13.64";NA;NA;NA;NA;NA;0,86;NA;NA;0,5;NA;NA;NA;NA;NA;NA;NA;"CHN";37,35;111,32;"1550";1994;NA;6,36;80411;"Luo, 1996; Ni et al., 2001"
"4692";6250;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"42";NA;NA;575;NA;NA;49,6;23,14;NA;4,81;3,43;"8.19";NA;NA;NA;NA;NA;0,59;NA;NA;0,34;NA;NA;NA;NA;NA;NA;NA;"CHN";37,4;113,48;"1445";1994;NA;4,1;80411;"Luo, 1996; Ni et al., 2001"
"4693";6251;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"46";NA;NA;1125;NA;NA;64,5;30,13;NA;6,09;4,68;"11.52";NA;NA;NA;NA;NA;0,79;NA;NA;0,46;NA;NA;NA;NA;NA;NA;NA;"CHN";37,42;113,47;"1490";1994;NA;5,59;80411;"Luo, 1996; Ni et al., 2001"
"4694";6252;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"52";NA;NA;1037;NA;NA;60,3;28,14;NA;5,69;4,37;"10.73";NA;NA;NA;NA;NA;0,73;NA;NA;0,43;NA;NA;NA;NA;NA;NA;NA;"CHN";37,47;111,77;"1575";1994;NA;5,22;80411;"Luo, 1996; Ni et al., 2001"
"4695";6253;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"62";NA;NA;353;NA;NA;106,8;49,9;NA;11,31;6,41;"13.87";NA;NA;NA;NA;NA;1,22;NA;NA;0,71;NA;NA;NA;NA;NA;NA;NA;"CHN";37,47;111,82;"1650";1994;NA;7,66;80411;"Luo, 1996; Ni et al., 2001"
"4696";6254;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"55";NA;NA;864;NA;NA;82,1;38,28;NA;8,01;5,62;"13.29";NA;NA;NA;NA;NA;0,98;NA;NA;0,57;NA;NA;NA;NA;NA;NA;NA;"CHN";37,47;113,32;"1430";1994;NA;6,72;80411;"Luo, 1996; Ni et al., 2001"
"4697";6255;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"65";NA;NA;566;NA;NA;61,5;28,71;NA;6,06;4,15;"9.71";NA;NA;NA;NA;NA;0,73;NA;NA;0,42;NA;NA;NA;NA;NA;NA;NA;"CHN";37,47;113,35;"1590";1994;NA;4,96;80411;"Luo, 1996; Ni et al., 2001"
"4698";6256;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"53";NA;NA;667;NA;NA;118,8;55,41;NA;12,11;7,56;"17.06";NA;NA;NA;NA;NA;1,38;NA;NA;0,8;NA;NA;NA;NA;NA;NA;NA;"CHN";37,47;111,7;"1595";1994;NA;9,04;80411;"Luo, 1996; Ni et al., 2001"
"4699";6257;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;817;NA;NA;93,6;43,66;NA;9,25;6,27;"14.63";NA;NA;NA;NA;NA;1,11;NA;NA;0,64;NA;NA;NA;NA;NA;NA;NA;"CHN";37,47;113,28;"1641";1994;NA;7,5;80411;"Luo, 1996; Ni et al., 2001"
"4700";6258;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"50";NA;NA;837;NA;NA;94,5;44,08;NA;9,33;6,34;"14.81";NA;NA;NA;NA;NA;1,12;NA;NA;0,65;NA;NA;NA;NA;NA;NA;NA;"CHN";37,47;113,33;"1582";1994;NA;7,58;80411;"Luo, 1996; Ni et al., 2001"
"4701";6259;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"74";NA;NA;606;NA;NA;121,3;56,53;NA;12,45;7,61;"17.02";NA;NA;NA;NA;NA;1,4;NA;NA;0,81;NA;NA;NA;NA;NA;NA;NA;"CHN";37,47;113,27;"1600";1994;NA;9,1;80411;"Luo, 1996; Ni et al., 2001"
"4702";6260;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"64";NA;NA;486;NA;NA;127,6;59,49;NA;13,35;7,77;"17";NA;NA;NA;NA;NA;1,46;NA;NA;0,85;NA;NA;NA;NA;NA;NA;NA;"CHN";37,48;111,75;"1620";1994;NA;9,29;80411;"Luo, 1996; Ni et al., 2001"
"4703";6261;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"61";NA;NA;223;NA;NA;72,8;33,92;NA;7,73;4,32;"9.3";NA;NA;NA;NA;NA;0,83;NA;NA;0,48;NA;NA;NA;NA;NA;NA;NA;"CHN";37,5;111,58;"1750";1994;NA;5,16;80411;"Luo, 1996; Ni et al., 2001"
"4704";6262;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"61";NA;NA;260;NA;NA;109,6;51,21;NA;11,88;6,33;"13.36";NA;NA;NA;NA;NA;1,24;NA;NA;0,72;NA;NA;NA;NA;NA;NA;NA;"CHN";37,5;111,72;"1680";1994;NA;7,57;80411;"Luo, 1996; Ni et al., 2001"
"4705";6263;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"55";NA;NA;1292;NA;NA;68,3;31,89;NA;6,4;5;"12.39";NA;NA;NA;NA;NA;0,84;NA;NA;0,48;NA;NA;NA;NA;NA;NA;NA;"CHN";37,5;111,87;"1460";1994;NA;5,98;80411;"Luo, 1996; Ni et al., 2001"
"4706";6264;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"63";NA;NA;836;NA;NA;167;77,78;NA;17,35;10,29;"22.8";NA;NA;NA;NA;NA;1,92;NA;NA;1,12;NA;NA;NA;NA;NA;NA;NA;"CHN";37,52;111,77;"1645";1994;NA;12,3;80411;"Luo, 1996; Ni et al., 2001"
"4707";6265;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"52";NA;NA;838;NA;NA;72,1;33,61;NA;6,98;4,99;"11.9";NA;NA;NA;NA;NA;0,86;NA;NA;0,5;NA;NA;NA;NA;NA;NA;NA;"CHN";37,63;111,67;"1820";1994;NA;5,97;80411;"Luo, 1996; Ni et al., 2001"
"4708";6266;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"52";NA;NA;1217;NA;NA;106,9;49,85;NA;10,37;7,38;"17.57";NA;NA;NA;NA;NA;1,28;NA;NA;0,74;NA;NA;NA;NA;NA;NA;NA;"CHN";37,63;111,7;"1680";1994;NA;8,82;80411;"Luo, 1996; Ni et al., 2001"
"4709";6267;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;940;NA;NA;144,7;67,43;NA;14,58;9,36;"21.35";NA;NA;NA;NA;NA;1,69;NA;NA;0,98;NA;NA;NA;NA;NA;NA;NA;"CHN";37,63;111,75;"1424";1994;NA;11,19;80411;"Luo, 1996; Ni et al., 2001"
"4710";6268;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"50";NA;NA;1133;NA;NA;69,8;32,61;NA;6,62;5,03;"12.3";NA;NA;NA;NA;NA;0,85;NA;NA;0,49;NA;NA;NA;NA;NA;NA;NA;"CHN";37,63;111,83;"1300";1994;NA;6,01;80411;"Luo, 1996; Ni et al., 2001"
"4711";6269;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"61";NA;NA;553;NA;NA;188,8;88;NA;20,11;11,15;"23.92";NA;NA;NA;NA;NA;2,15;NA;NA;1,25;NA;NA;NA;NA;NA;NA;NA;"CHN";37,65;111,58;"1750";1994;NA;13,33;80411;"Luo, 1996; Ni et al., 2001"
"4712";6270;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"66";NA;NA;448;NA;NA;95,9;44,69;NA;9,89;5,97;"13.28";NA;NA;NA;NA;NA;1,11;NA;NA;0,64;NA;NA;NA;NA;NA;NA;NA;"CHN";37,65;111,63;"1575";1994;NA;7,14;80411;"Luo, 1996; Ni et al., 2001"
"4713";6271;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"56";NA;NA;552;NA;NA;79,1;36,88;NA;7,94;5,16;"11.84";NA;NA;NA;NA;NA;0,93;NA;NA;0,54;NA;NA;NA;NA;NA;NA;NA;"CHN";37,65;111,73;"1300";1994;NA;6,17;80411;"Luo, 1996; Ni et al., 2001"
"4714";6272;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"54";NA;NA;509;NA;NA;85;39,67;NA;8,63;5,46;"12.36";NA;NA;NA;NA;NA;0,99;NA;NA;0,58;NA;NA;NA;NA;NA;NA;NA;"CHN";37,65;111,82;"1450";1994;NA;6,53;80411;"Luo, 1996; Ni et al., 2001"
"4715";6273;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"71";NA;NA;235;NA;NA;94,9;44,21;NA;10,22;5,49;"11.64";NA;NA;NA;NA;NA;1,07;NA;NA;0,62;NA;NA;NA;NA;NA;NA;NA;"CHN";37,67;111,57;"1800";1994;NA;6,56;80411;"Luo, 1996; Ni et al., 2001"
"4716";6274;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"30";NA;NA;1058;NA;NA;42,1;18,12;NA;10,91;10,37;"13.32";NA;NA;NA;NA;NA;0,79;NA;NA;0,46;NA;NA;NA;NA;NA;NA;NA;"CHN";37,67;111,97;"1230";1994;NA;11,17;80411;"Luo, 1996; Ni et al., 2001"
"4717";6275;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"33";NA;NA;717;NA;NA;52;24,32;NA;4,99;3,68;"8.89";NA;NA;NA;NA;NA;0,63;NA;NA;0,36;NA;NA;NA;NA;NA;NA;NA;"CHN";37,68;111,82;"1360";1994;NA;4,4;80411;"Luo, 1996; Ni et al., 2001"
"4718";6276;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"55";NA;NA;345;NA;NA;186;86,71;NA;20,46;10,42;"21.59";NA;NA;NA;NA;NA;2,09;NA;NA;1,21;NA;NA;NA;NA;NA;NA;NA;"CHN";37,7;111,43;"1985";1994;NA;12,46;80411;"Luo, 1996; Ni et al., 2001"
"4719";6277;"Pinus tabulaeformis";180;"Pi";NA;"Natural";NA;"58";NA;NA;791;NA;NA;85,8;40;NA;8,44;5,78;"13.54";NA;NA;NA;NA;NA;1,02;NA;NA;0,59;NA;NA;NA;NA;NA;NA;NA;"CHN";37,7;111,67;"1550";1994;NA;6,91;80411;"Luo, 1996; Ni et al., 2001"
